filler,total_volume,last_trade_date
7JMLgzPHokrGYbgF3EwwfK86vsYcHttcVTQsEBYPezVt,153430.00864300004,2025-01-29 23:31:27.000 UTC
5nDFjUip3QdzywH8ARhZHamEefZiW7FFDbWN1gCFDCUV,153152.691629,2025-02-17 06:08:52.000 UTC
9TMwbs87uh1VzX6shVAzqxV6GTKVSdhDQUpQu7Jsho7F,153031.988733,2025-02-21 17:50:13.000 UTC
8Nn2K8KcnuDVQZb4ee6hFN8ANniX2EhPyFihwDYX7beg,149698.632788,2025-01-08 20:20:43.000 UTC
AcAX3h8fqmczxEoDdhYKBq3NoXp3dZVUb4y1tq3ST2LW,147001.57154499998,2025-01-18 06:39:46.000 UTC
9XzpHaehkfYpjyF9nYNFJ294aJLciChCy7xmjAtNU4Am,145744.99720400007,2025-02-21 10:28:27.000 UTC
Hh44WHwLkbhnVkKdXHZ9FSUrdg4Dn38b2GCuKfbTwRru,145171.801275,2025-01-23 15:40:04.000 UTC
4dEy8oimGnWWRVJ4uGFmTGJ3mkL5RFrbv13wJAheKhD7,145115.68587000002,2025-02-21 20:08:48.000 UTC
8UnogEBabfjgSeMspPuGMFtpMCeKiJ9SVYYYGsBzce73,145084.59926500003,2025-01-26 12:34:49.000 UTC
AAjKwKmqB4jQjfdDtASWiVEXcHDtEP6DwXohg9HFmNbh,144172.738494,2025-02-18 06:47:49.000 UTC
BX64jxJVNPaXwjb89zADBuaMdPohmFfZUSwmtHuMC3hZ,143744.711345,2025-02-21 20:10:36.000 UTC
CmLmdKg7JneeFgkn81CuXVRm3EcoYCWfe9jvm4MS7K5H,143147.362231,2025-02-21 21:08:37.000 UTC
FrFwr9dk67u8rv53WDCgSN58SySuBAyuUXFmds9WbKss,142973.08665800001,2025-02-20 15:08:31.000 UTC
7SeykJkVT24ZkuNwyYNACWj5JaLdNRjxVeBD5LAJbMmB,142816.81162499997,2025-01-18 23:39:52.000 UTC
DfAFv6n4Qv66tPrz8tFzh44qdMShDXcQHzymvrFxYepQ,142688.86145199998,2025-02-17 20:19:57.000 UTC
GpRoUgfTDHvdRPtzaasCRpxQXQYsgSVTDXYGUn3rimRm,141338.67322600004,2025-02-17 01:57:09.000 UTC
4n5EQ4bNTxStNPZbXmSxppgu6KZdns14R2ttDPMjWj4E,139551.90829,2025-01-20 06:54:19.000 UTC
9P9jKLWdagezzw534NkxLi3zSjwsPyqrxvLnNq22rvSg,138954.15103399998,2025-01-20 11:52:06.000 UTC
FDB9N7AoW3NLXWnuzByF6ehPs2fYzdpVutmjxLgiPc8t,136989.53912099998,2025-02-21 16:24:58.000 UTC
3XRHDzij94smRRi83S1hgamk6ukzJQMauiXCkPB9FXUG,136061.134886,2025-02-14 15:26:11.000 UTC
Gw6hSTWdTjYQdj7dV6bzftCUxdNHE9TYdgZPxh7U7UHh,135647.02124200002,2025-01-15 14:16:20.000 UTC
BBbP9aduqUuifB67QSMW5VeUoQPm7VXwgj53TGAiQzWL,134387.737317,2025-02-21 23:27:00.000 UTC
FdwbSE2codBevyucyiK8dNuaJ1UDi5qNYj6TJ4iawfkJ,133127.2473949999,2025-02-10 00:17:43.000 UTC
CAj7biphdqLejiXnrkWKd5QXFw2ktFAwiR6ra7CbBAs3,132341.127706,2025-02-19 05:54:53.000 UTC
L5mficSSkoJYcK9YX19icWHBhTtenQQYsTRbXx4rZuh,132298.38246300002,2025-02-21 09:27:41.000 UTC
DsnuaZ8XLH2hSzmtXr4T3WmzQSdbbAxavjB4neZz3V2y,131879.317906,2025-02-21 09:19:20.000 UTC
nFcqQUdGHniZreeV29cJrT7SU959uyWrwrZyg9eoSAC,129786.57041400002,2025-02-21 14:50:43.000 UTC
HMhiJqXP9jgTRrB9seox9cmFyFGkx2jBQ8fYtqXnk867,128724.97948499992,2025-02-18 09:25:38.000 UTC
FwArhkn7apHart7p2T44Ed6xMTnTGHsJw13yFnyxGAA5,128468.01569699998,2025-02-20 17:53:09.000 UTC
AD5xQZMAeLpdeVh9oLP5AwR5vAFjLv2bcH6NyHbfbxfB,128438.18924400001,2025-02-20 08:25:29.000 UTC
GXHbUWAZt2PDS3sZDLASxSjhk8rcn4NDejojwwMbjPMr,128265.68093,2025-01-19 21:33:34.000 UTC
HJvTw8Y1pPBuQxam2ssxmepxn57m9GFhsfpiYoEK8egn,128237.725058,2025-02-21 21:55:16.000 UTC
43oyisHuqJGeBc4czGL88LFoq1wXHhR3xVsL3ZUCyNZL,126958.57289400001,2025-02-21 17:44:33.000 UTC
C2xny9qkMG6cWcoyQSqLb3JKY5Yv2hvnEpKbbaQ6ttpM,126153.14488900002,2025-02-12 17:04:55.000 UTC
HzzuLHcKukerW8ZJPtMbk4g1NAPZj9VkXiT5Un6eCCJh,125748.07080600002,2025-01-26 23:12:05.000 UTC
8SyrqQf9GiXwYXDCSK9y5ShtZX6XeLyj8VzDikbDGvMS,125268.83265499999,2025-02-22 02:36:04.000 UTC
CnaXXuzc2S5UFSGoBRuKVNnzXBvxbaMwq6hZu5m91CAV,124995.33074399998,2025-02-10 09:04:10.000 UTC
3iUzHWZfNwDKq6a2khjH3RKbUTBGQWT14eTFSyZrw8YH,123298.88979,2025-01-31 13:38:09.000 UTC
51Fuy5YHogrWk5NJFFT6jn2SE3rZbf1Yzni46fmwhN1n,121419.78142,2025-01-17 15:10:02.000 UTC
K5wJZjTWEEtf3xx2E2Pm6r1rjAf51nTH8pq7CfW9Ttv,120439.09844999999,2025-01-13 21:07:49.000 UTC
yTdFaGJ1mzKeRGCYz6Z5cnyTybnk39kTAfnYZC5pZbZ,119759.228378,2025-02-21 12:23:41.000 UTC
B7vh9g3AU9ZPFJaQzAdG7jvdKW8jmnEppd6EiWGtseag,118810.10343,2025-02-08 20:56:48.000 UTC
JCoxhwoaJo42CTHyB72cEcK91qTS2WwzMpttnMRTd1vL,117965.97795099998,2025-02-19 15:36:00.000 UTC
AmntUQBwUYZJxymyN3B4NQp7KJ1MYu2TBWzMUjFRRGuT,116156.599177,2025-02-21 22:29:37.000 UTC
3Z5b1hTVdXcEjzzJn6ut4dwd5RMEtvuhazAVxBpTJpi8,116139.82318000002,2025-02-21 20:01:44.000 UTC
FQL6cfotYXq2VY38Z21YCGSpV3KvG4VN9t4nzx7whjod,115689.642024,2025-02-17 06:55:27.000 UTC
9J63nWvQSqgrbtYvFEjbrsCyLs91Tcwnk4WMstemjHNJ,115454.050938,2025-02-11 15:21:42.000 UTC
A3rDZLFCNHRx4ARXwXqMuCDv6mmtvbueEym51hHTXgng,114952.387372,2025-02-02 03:20:19.000 UTC
94ctzASv9EHwVYaF24QyKgQ7hXEg4wh7aXkkYTGKbemB,114569.64875200001,2025-02-19 02:49:29.000 UTC
GwEgNHPWZY6uaNRVJRH2SW29XxsWCHBBBKN9W2x1dThZ,112606.49980300001,2025-02-20 03:10:18.000 UTC
A16B2MEsb1ZTkJCwbU5zh1mcf3JtxxjergE6TubtNzY5,112588.037892,2025-02-18 11:40:19.000 UTC
HXEMBWNZUDxEgc9jpEgJ82cbimdFLnD7XxABJyAwJcmz,112372.08284700001,2025-02-22 02:41:59.000 UTC
7DN53X1xQJVQjmfTnMGyRx359ihhDjWkeCXcc7Yh1PEM,111913.74584999999,2025-02-20 21:16:33.000 UTC
81SeUWiX4YKFexbTf9Nb64EiyyhphoW3UHdEoACZFfWL,108757.757429,2025-02-17 06:04:55.000 UTC
5PbhspYR9XCH94aLeTeZPcxXY3it8VrC4SJsJqmqbbAH,107431.54905,2025-02-17 16:48:06.000 UTC
DmQMto8nutJJB8R6FD21L1pym3dFpeHLRK4r85z2r3v8,107364.357323,2025-02-22 03:18:18.000 UTC
3VS12mYBX6TAFM5Bg6bMK95YibLGiEsJBbb3XAhQhZu5,107254.40130299999,2025-02-17 20:28:48.000 UTC
5tRRztAVKfJiBbAUdH3sPmJM2i46kniqf1yaSLVZNdSh,106846.62082300002,2025-01-28 08:29:46.000 UTC
EpACnFxH46RNaW57ZFbU3spDefuMYeidm3gZydQNcmrm,106298.702896,2025-02-03 03:51:24.000 UTC
wHV7Y6MWsfmfwPn5C7D7MZdiwQjqz4bCG55gKYhBDyZ,106240.454084,2025-02-03 02:00:25.000 UTC
AxArjBaYgxJbTXXqNwXcT6S1ZqpWstW7yb1qxi386wJ3,105822.33685000002,2025-02-18 03:25:29.000 UTC
DdnytFmv3pUv3QPvMuezANkwJXANmty6qGghGEKDWzro,104220.936873,2025-02-21 15:13:10.000 UTC
CuLeWHUkkkiqNL2JhnBc2vy6Z4LJcwkZDvy2bJbUBwmf,103945.768374,2025-02-14 11:41:40.000 UTC
9xx3A5jsc7J6hFEv4XNhpYEQ3Fga3XgXrcXPtuC4JGQ7,103670.766805,2025-02-18 06:27:16.000 UTC
3E1FLV8X1G27mZtXXKmwDDVUwKKKQj6ang7wVuqWGAoc,102156.362684,2025-02-02 18:20:36.000 UTC
C2rNgZmRQPodWEDnTVMBJsmL5AxHBRGZEDFSpM7eAvym,101667.31616000002,2025-02-04 11:11:40.000 UTC
HdSGsGfjWhNmSuLojasvkgqxhnimfnBCPQEPCsyXzvHA,101170.20670600001,2025-02-21 02:00:45.000 UTC
