block_number,blockchain,tx_hash,debt_vault_address,collateral_vault_address,unit_of_account,debt_token_amount,debt_price,collateral_token_amount,collateral_price,oracle_address
25880827,base,0x1c864b89d634ee2d84850e7d13ad4d042078f61e9072d7844acde3f2c4323f6b,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,19981644.0,,8125401224617402.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25880981,base,0xe46e230eb54ffd7610ce56b5c4e4e9db4f529124496dc1bfee77642da132eecf,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,10349403.0,,4295571123398146.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25766628,base,0x1c443e50142b4a415dd6f057489af028f9c578523732635c657a177183f44098,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6389101400275118.0,,21280077.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25080011,base,0xc9aa9b12edcedf6c996545590f5adc9208412ce19ae7ed6ea6cbf3a3e6294e8b,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,225.0,,224879.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25029026,base,0x71696d132711e8eaaa4d7e8485997145c60dbefae2f590a8d9c74005ec945b76,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,5769017379581.0,,18734.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25624902,base,0x25c7a0e07032f5817e9bb27bed4265afa5162d6bc54bc24a051df71e87f83200,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6998750972353912.0,,22785181.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25032893,base,0xb943dd8c797bf94de734b791287100e842eeb7dfa74aaf2f610b3e6fa3b8d842,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,21878.0,,21204366.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
20789441,ethereum,0xb5b27a566eb76491650693001a43e79adf527ed60a59c2f66b73399d73a7d285,0xd8b27cf359b7d15710a5be299af6e7bf904984c2,0x797dd80692c3b2dadabce8e30c07fde5307d48a9,0x0000000000000000000000000000000000000348,1.0441075901442709e+17,265.6307333386704,268879224.0,268.87802091433105,0x83b3b76873d36a28440cf53371df404c42497136
26344255,base,0x2be9c22eee12a2cb27d6f77ca32079f92684c8b7c99670c0d780a1f35ecc826b,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,13551571.0,,5990446930774501.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
26219212,base,0x54951905b0750f2398580726f23a6d9b8857ff225b58fdb811de1cb691a3197e,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,14561.0,,5850602036774.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
26249209,base,0x83058da7d58c49aa0fff38ccc9ebd729383c88fda36c969abb7ce27cdacf7a0c,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,28341.0,,11982957059338.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25726811,base,0xae3b65de1fec89c772c8d9b073235d0f68c07552ff02e3a19a62307d0ddf0b43,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6772410540543563.0,,22000035.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25008497,base,0x385151b2834c14f56f0fb0a5d109def449bc8865190db2187533f57b78322dfc,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,3348002623341321.0,,10497139.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21501676,ethereum,0x98087ab59e524826e304132d39865f520a3886163c0fae7158dda80bd871e892,0x298966b32c968884f716f762f6759e8e5811ae14,0x797dd80692c3b2dadabce8e30c07fde5307d48a9,0x0000000000000000000000000000000000000348,9.223261222824705e+18,9.223261222824705,9463578.0,9.564817,0x83b3b76873d36a28440cf53371df404c42497136
25774187,base,0xb6d9db0d0acbe2f589583dfc61b02c7771d59cc2c272114d93db83eb11992e63,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6213772385151239.0,,21220535.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21819251,ethereum,0xee0fbad94d35665c5cc1af0156b0842ebabad02ed06dbf70be5a3875be1c8d9a,0x07f9a54dc5135b9878d6745e267625bf0e206840,0xb3b36220fa7d12f7055dab5c9fd18e860e9a6bf8,0x0000000000000000000000000000000000000348,1.1943281001897193e+18,1.1942010417051236,527390680007518.0,1.4049424020060275,0x83b3b76873d36a28440cf53371df404c42497136
25873116,base,0x0d434998f96a5fe5acc1a09bfd8723116e7c861f6f1ee8a0f871754e24a8e82e,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,16083.0,,5501000220529841.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
26304773,base,0x2daf59cf931c54890e2c0ae1a38b3f9781c92737d4af28c1022b02fb93155735,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6600614420654478.0,,18204470.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21384440,ethereum,0xcd2b6e993969c1a01011bf7159c289c73b3ef46b6404358236069ca114b3dbf8,0xa992d3777282c44ee980e9b0ca9bd0c0e4f737af,0x631d8e808f2c4177a8147eaa39a4f57c47634de8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.07197038151949e+16,0.040719703815194894,3.4814477585787084e+16,0.041340849338721675,0xa62fa63445fada0e90949778f8c84003f6d69004
25203789,base,0x65e79cf5ad587f266811b018a8dd5dd36f306187889578265105bbf45087c18d,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,25531.0,,8130365513706042.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21763424,ethereum,0xf13892147540eb020c42abf3e3e0c0b2aa05173e769ee5e71ead0874f9606963,0x313603fa690301b0caeef8069c065862f9162162,0xd8b27cf359b7d15710a5be299af6e7bf904984c2,0x0000000000000000000000000000000000000348,1068166336.0,1068.0672956173262,4.9304323868695443e+17,1256.5497602268724,0x83b3b76873d36a28440cf53371df404c42497136
21593239,ethereum,0xc2f20a8c6df22779270632917b558075b1f2acd37e0204223c157769008b69e6,0xe0a80d35bb6618cba260120b279d357978c42bce,0x6d671b9c618d5486814feb777552ba723f1a235c,0x0000000000000000000000000000000000000348,8646791881.0,8646.753575711968,9.77025179510372e+21,9058.789484775632,0xa77a6ceabd36b261c4ddea5a7528efed7299f627
26305041,base,0xd74015a747632da5b21e8f2f687d7dd10ebb57c8de6d4fe93e384c59a72a0d5b,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6428890872926427.0,,17767724.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25884212,base,0x5c48dc8d49fb9ae86b351830aeefd29ee152c69b2385041685b8cb9faf40a291,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,1272.0,,539923375375452.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25864606,base,0x837e3cbd89a32e3e1b40445281e242ff55653a473a7021b52bac50456b010515,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x5fe2de3e565a6a501a4ec44aab8664b1d674ac25,0x0000000000000000000000000000000000000348,12953442.0,,1.5189945712474737e+19,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21762842,ethereum,0x665011452135df67a56a729ccea8da70e43bfbe64c199fe31baf72e343f68ae0,0x313603fa690301b0caeef8069c065862f9162162,0xd8b27cf359b7d15710a5be299af6e7bf904984c2,0x0000000000000000000000000000000000000348,5564780911.0,5564.264944513932,2.476766726460513e+18,6127.462116662737,0x83b3b76873d36a28440cf53371df404c42497136
24528585,base,0xa13c31df18875c951fa3f8fdcf54cdfaa3b050437520fb90acf8729b74133db4,0x9ecd9fbbda32b81dee51adaed28c5c5039c87117,0x3f0d3fd87a42bdaa3dfcc13ada42ea922e638a7a,0x0000000000000000000000000000000000000348,3430700.0,,3649.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25006771,base,0x08f9adcb104ef6267ccff5cd289a978b4b2988a09413a62b01c57a65e28c3c5b,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,7947991186067694.0,,24735482.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25624856,base,0x236deb709c0eba9f849a905f345274f3242919f2387330ff7e2fafe4b874034d,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,7937813854252053.0,,25753641.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25767705,base,0x4407b01b5e820d483cb9a63561409c5b361f1090e9d1c273ae6ddce41f139b94,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6678476107424872.0,,22424506.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21339294,ethereum,0xe43d7a54b357904e43affbf7c2ccb748086cc92948c2b16371335cbd7ade7f60,0x056f3a2e41d2778d3a0c0714439c53af2987718e,0xbc35161043ee2d74816d421efd6a45fda73b050a,0x0000000000000000000000000000000000000348,1548444242.0,1532314.0586742323,1635727784.0,1557098.81046672,0x83b3b76873d36a28440cf53371df404c42497136
25880630,base,0xcf8fca6c9e3826540a06e626aeb380142b7a723211693b70366ab616c018c1e2,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,42719549.0,,1.7524227506036734e+16,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25768483,base,0x098129aa2da7fadd99259c236dfac99631029c811fdd6b2a63a1a38e4cacbad8,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,7577325751441618.0,,25484557.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25576460,base,0x8c2178dc344527804f649e90b0985576918743d4981557c1ed43713c17e6abf9,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x882018411bc4a020a879cee183441fc9fa5d7f8b,0x0000000000000000000000000000000000000348,26440729.0,,26389.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25726822,base,0x6ef2e814ba3c0ce8ff62fad9b2b4e6f4066ac7f78494e6ebc3b80931717b23dc,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,5979339583037258.0,,19450159.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25720296,base,0xd3b7871471decf1239a0ea90e4029b13a99604a6367a40a5fff4f2e6244a347a,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,5474925938055992.0,,17638895.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25767703,base,0xdec230a685eda5f20450768c3daf669bd299c5d0fdf1df0f324975574d903ebd,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6358661785444500.0,,21371910.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25884724,base,0x8b2314115262cc71cf9a9e853a682bcee742f1b976a89c0aff22fe9f29c6bfa4,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,34478019.0,,1.4109462016642152e+16,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25880824,base,0x068ce715f6c5634c7246f0b232124ecba7fe9f8a2cae2f7cab515eb6ddcb5fd3,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x5fe2de3e565a6a501a4ec44aab8664b1d674ac25,0x0000000000000000000000000000000000000348,21306305.0,,2.7841335815211864e+19,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21557467,ethereum,0x2915ecb37214aac5fdc64d75dacbd0512ac6d47492d369f56cd75fce902c4e57,0x797dd80692c3b2dadabce8e30c07fde5307d48a9,0xf6e2efdf175e7a91c8847dade42f2d39a9ae57d4,0x0000000000000000000000000000000000000348,22631427043.0,22630.886378207942,5.271499970739172e+18,22681.934114585674,0x83b3b76873d36a28440cf53371df404c42497136
25880976,base,0x69e284b79798f4b95ff842c78edc87facc04d4bd8999145568b06515c7048d46,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x7b181d6509deabfbd1a23af1e65fd46e89572609,0x0000000000000000000000000000000000000348,11960319272.0,,4.088734134613513e+18,,0x6e183458600e66047a0f4d356d9daa480da1ca59
23888465,base,0x51007f4408648c7e7e80546ba2266b440c993fb30ac9692bacfc4035574b35d0,0x9ecd9fbbda32b81dee51adaed28c5c5039c87117,0xd4a805261b28f375fc9c3d89ecd2c952cd130d14,0x0000000000000000000000000000000000000348,3665723.0,,1015463167516958.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25008887,base,0x7d9864a51e021ad721767be5064e58b5b1352cb589d1ff33b6d55d3b0e4d4d1f,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6850932391436746.0,,21501991.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21592841,ethereum,0x30130cbf1e7d6e6f8dc44ebd5d131da92db7a19d1a8155eba0669b51576a6a01,0xe0a80d35bb6618cba260120b279d357978c42bce,0x6d671b9c618d5486814feb777552ba723f1a235c,0x0000000000000000000000000000000000000348,34575909851.0,34574.475296500284,3.826908851484609e+22,36017.020009343185,0xa77a6ceabd36b261c4ddea5a7528efed7299f627
25866280,base,0x3b012b8ad14dbbcc328dcb9051713aa0e34fdf69aa999be12d3add51e9335e66,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,24761548.0,,8523721874072756.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25727245,base,0x154425dfa611ac9df2b48502e8e4caf34a8189170da1b3a7493468d8263f28bf,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,5283499164742886.0,,17263665.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25768753,base,0x49d45f675a105e9d2817835c03763d2b26fcf1009db5c7f692b1d241a89c0392,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,5305294208696406.0,,17928067.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21764762,ethereum,0xb9846fb99a3cd5f7bead38fbfadc97663e3084fbc597adb03499081743f2ba0b,0xbc35161043ee2d74816d421efd6a45fda73b050a,0xd8b27cf359b7d15710a5be299af6e7bf904984c2,0x0000000000000000000000000000000000000348,1232884.0,1177.1064990051634,4.719755436565322e+17,1226.7333393158387,0x83b3b76873d36a28440cf53371df404c42497136
25750059,base,0x92cc5857e0d378d81b838557ae964f2ec59f3e1c0c06c29251144e15cca51ef6,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,1293360128278454.0,,4267224.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25880206,base,0x2d40630a2d870360bbcb49ee320815dd968bc8eb1414bd7a6c82582310d8b8a1,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,931945.0,,438991834581102.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25878910,base,0x0464cf3d912e7acf9b76271703d20fb11492d32aa719a88a5ac0f9d133501df5,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,19828541.0,,7347221366204001.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
21497000,ethereum,0xbacc51ed7492020b13a68539ba7d57ab9afbfb78bdce2cb3a0b0ce40cbb162f3,0x298966b32c968884f716f762f6759e8e5811ae14,0x797dd80692c3b2dadabce8e30c07fde5307d48a9,0x0000000000000000000000000000000000000348,1.700432035710953e+23,170043.2035710953,171349928913.0,173156.08665758808,0x83b3b76873d36a28440cf53371df404c42497136
25871871,base,0x541884fed1a6047ab466f61d255b2fea58bccf8a92361d88655db2a44109a86a,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x9ecd9fbbda32b81dee51adaed28c5c5039c87117,0x0000000000000000000000000000000000000348,56393057.0,,55006607.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25767229,base,0xb046a5f526a02143e7063d7a60aa123449b0f2f4524e44cf98bd1ae0cffb9d0e,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6240194084369617.0,,20907476.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25774189,base,0x9dbc9027a4fc85b4335ead2cec83a08078a5b667f033c1d581c27c2d5cc3f898,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x0000000000000000000000000000000000000348,6214468338488677.0,,21214821.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
25878919,base,0xfeb3e50fb73d3673b6f4ba57e41f80846882b57312c7ec6f26b9f8788a89b4e4,0x0a1a3b5f2041f33522c4efc754a7d096f880ee16,0x859160db5841e5cfb8d3f144c6b3381a85a4b410,0x0000000000000000000000000000000000000348,21729155.0,,8088987958646757.0,,0x6e183458600e66047a0f4d356d9daa480da1ca59
