filler,total_volume,last_trade_date
CddWG1yYfCukCaUCHyXn5C5q8pZ8MxdUSgZskEEdEyuP,1.5236455243910002e+06,2024-11-11 23:10:50.000 UTC
HofzGbooSbYra6BZFy4qZxL2JDJEQ1JTrT86euwVLfgB,1.512115268554e+06,2024-11-06 04:19:12.000 UTC
9N6Yvips8sPMakpameJck4JQSYv1tXhkSvoZnxajVQrm,1.5089570254149996e+06,2024-12-26 23:14:19.000 UTC
9osNT3eEgGEeszhvhZLcf8ndDSzPqCETZp79jD8rxukr,1.4947022513970004e+06,2024-12-04 19:05:48.000 UTC
7VtxrfBC3sHtBTu7HuTBjdytGFafc4oqeeyg2u14tZRu,1.4871265100739999e+06,2024-10-25 18:00:12.000 UTC
uWAq9wDdrYjPJFJBN7eqWniUcDzZ32J7cTsu6SywyKK,1.4834947266259997e+06,2024-12-26 06:29:29.000 UTC
DjL7uMRX87741R8X1z7Zf71HT7vFU6wjhzpefKyj25NN,1.476625680345e+06,2024-11-25 21:19:29.000 UTC
AHgbUgh3x85yxDvRnyCSjo2PpYuYaTJ6NkUiprkmrHv8,1.4720738647049994e+06,2024-12-30 19:18:25.000 UTC
7vvLAAfbXpXM6ue9MS32vjwTN3pzYPUocZwe77pckXyp,1.4683067377000002e+06,2024-10-26 04:27:04.000 UTC
8UnogEBabfjgSeMspPuGMFtpMCeKiJ9SVYYYGsBzce73,1.4652837051890003e+06,2024-12-24 21:59:27.000 UTC
9mZCYziKm1oN7GcSfpXXaiBMMKYhoib5Jp3eyip2Ktud,1.461277757458e+06,2024-12-02 17:55:00.000 UTC
3m2HH4wcS45zkY8WPM4932vt2oHQyVMP6cJZwf6yEQ4a,1.445516200989e+06,2024-12-16 03:47:18.000 UTC
Hr4F4T7DcbGSkiMVR3aqvkuDMZC8yzCDGqjFcnUrV2DM,1.423995165256e+06,2024-12-19 14:24:18.000 UTC
AwUB68zvYbioX87NvZ3VvKqTpcuGbb68fQUGmksg2kBj,1.416475094218e+06,2024-12-21 06:27:15.000 UTC
HMhiJqXP9jgTRrB9seox9cmFyFGkx2jBQ8fYtqXnk867,1.3982735967490007e+06,2024-12-20 11:46:14.000 UTC
54bjGLuSs3sfQ2uNBYwkqxHXThvf95J3AqbJpCQuBiHj,1.3758437525190003e+06,2024-12-03 21:55:26.000 UTC
HAz8bGkuzCNTJwHvvhTG9Hph6wNuw5qxVfNwwpzfg28Q,1.3465678536680003e+06,2024-12-09 17:53:03.000 UTC
2q9YGYQswXNHBQy4BbqXf7JThJKBPmHEjPHoqL7AsY5n,1.3379318291099996e+06,2024-10-11 20:19:47.000 UTC
CkJv8oCuL3CuuUcXxPjYFgNMoCrdoWNu4o5eMU55VmFZ,1.3133196199029998e+06,2024-10-29 20:56:51.000 UTC
F8AqjSieBiF8HtyREo4H2Yk7L9zUdMnNWQvTUtZGE2n3,1.3049598827780006e+06,2024-12-30 21:40:41.000 UTC
E1STqNrAfA5qTu3X2J4dYPpPQR6Ffp8UF49LrNPFf6o6,1.300030380011e+06,2024-12-19 10:33:51.000 UTC
GY7MJKH5puu9MmCsEQx9KRaszTVzt7KCGEfvtNNDJWTa,1.2977692816240003e+06,2024-12-29 01:46:10.000 UTC
BAdrtTWtJ4vRcVpHFJAhN2j2gxdXxaCxxPt4sXsF5R6H,1.2968949098249997e+06,2024-09-23 01:20:40.000 UTC
FjE3j8svQLhXjjdTcWmsk6uiYrudNqvCS5wvv3WecZYn,1.28727786174e+06,2024-11-14 23:03:10.000 UTC
HTZV1GL82JStCAKkdRocQ8tefacUZytwW2wwjnTz3zuw,1.2644782576779998e+06,2024-12-26 06:02:43.000 UTC
8zgRg3BzSeSxjZ6oFdY4FiKoc2jojSaP9aTAMsGsexPJ,1.2511593767589997e+06,2024-12-26 08:31:16.000 UTC
ETLNsMo9pMZshPSfytFtKAApPjCXKJLneSQmqHQuQx9o,1.2446938208100002e+06,2024-11-01 22:09:55.000 UTC
CL5UVfYCAMAK7xEsjDNrCSZhdD1AhM2K3mReHSYMMEit,1.2404208190000006e+06,2024-09-17 15:10:11.000 UTC
2kmC9oLnJWGEhaujeNCHWUEM4pjxvpPycNNb3XDtKxpK,1.236258970545e+06,2024-12-19 17:17:19.000 UTC
Dy4Sd5TjNgkD9vdEHb1uCfMNuVnpxPgMGxeLzmGK9j6x,1.2331346492849996e+06,2024-12-30 01:00:56.000 UTC
Fc8H27gVyP9fg1Jjp6eiKiYLAdWbFAMDjihJNTmTWe74,1.2301682836860004e+06,2024-12-19 06:06:16.000 UTC
3FvPURQUi1hGmaz59p8e62wA8p8QGV3czUsTgDjWbcn2,1.2161006708830001e+06,2024-12-20 14:23:56.000 UTC
DNDo3k5NLp65TeHV7yvSn1xSNHNd4BxfWgkGpucRgvS2,1.21358166901e+06,2024-12-22 19:30:52.000 UTC
BWH1G8jzb9Khej9gRHyAffxY1XpEJfaQYe7jeAMjUb9j,1.2107028783699996e+06,2024-12-27 14:58:46.000 UTC
6K3josQFNjA45uQ1vZWdW72m1WiWjnfFHUfB2NYi3Txt,1.2092050129449998e+06,2024-10-25 18:05:58.000 UTC
ATkQjHY4yLLdNTx7rEKU43rtz2z3r495NvBewuz8Goqj,1.203379845851e+06,2024-12-30 21:55:07.000 UTC
4pPswBiztj9gNNd6M21LHrhq38Ernpz5sAJEoTR2GdpY,1.2010767303000002e+06,2024-11-14 14:46:57.000 UTC
J3UQCv4E394nn8XmLH7A6MynEfhc9yU2Eya3mMBqSVi8,1.1959584031249995e+06,2024-12-27 16:03:02.000 UTC
6qbQbNQWBYgz5Q5Q6V6Zd7Pr6cB7pD8E2zZNSm4W4tzv,1.1955534485180005e+06,2024-11-27 06:18:02.000 UTC
EDz5b7WGKnUFEDps8XeraMeBqrWRMNNbHfETCe98gfU2,1.178414941023e+06,2024-10-23 15:30:39.000 UTC
FmxgW7MxTHRyz1FFcRUxZs5dDapzTX8UYg62YVPjrEtV,1.1712546768179997e+06,2024-11-25 15:12:11.000 UTC
EbLHAdMnuRDKTm4gCzP3xW4r2uUHWfS9hgpCi1Fx46Fs,1.1670362285799996e+06,2024-10-22 07:48:10.000 UTC
H8Ep4TQLthHWZbVvsiYnRSekcjxW6Jdnah5ETRJ3gEEj,1.1650890337989994e+06,2024-12-19 17:39:15.000 UTC
AL2HL3MALNV1EnHVEgX1d3Z6D5MKT7s7rLwYVBmAHvuv,1.1564081199130001e+06,2024-12-14 23:56:09.000 UTC
5Q3VrMnRnvgvzhhP5dmn4WAHwYTwfQeJtMXKfgePiL8v,1.1558082861920001e+06,2024-11-08 13:22:27.000 UTC
GC3hdnsPZVkVsXCceF5HyTWxu7ZD7sj7CMiVyPW7ew9y,1.1520772229069998e+06,2024-11-16 02:24:42.000 UTC
81SeUWiX4YKFexbTf9Nb64EiyyhphoW3UHdEoACZFfWL,1.148541799536e+06,2024-12-30 21:14:59.000 UTC
9so8HdFjp2dBXnsHeE7c5AGPrS9y4b5vFDVdkBo4CXwk,1.14203736984e+06,2024-09-07 20:11:44.000 UTC
JxnhyA32f9Ff1obF5SA1NWES48vMnX2joLkLXx57Eyc,1.141081227787e+06,2024-11-15 17:22:42.000 UTC
8xttrewmU2fN9JwGFHNnU2o7mhjSo5mCoGEnBHgaxEJe,1.133923555268e+06,2024-12-06 14:35:18.000 UTC
8nZp353xcmPNag5xc9zmPkSdvX19YxQdEP51Versswce,1.129963654809e+06,2024-12-29 22:39:50.000 UTC
AYG6iaAmnof7ZY2rguvtk7VhZL3zAHP2WiXEPRXKFc4G,1.1233377703690003e+06,2024-11-14 21:51:50.000 UTC
3AETXtC3rT8EGLXwcigFU1QDND5CbB24BuQt4GWf3Unw,1.117091194829e+06,2024-11-10 14:47:42.000 UTC
44Xi2UnjwjSpv41DpFpX5NVdb3z83ksu22nf7zdPWiyN,1.115015728519e+06,2024-12-28 00:36:23.000 UTC
C2xny9qkMG6cWcoyQSqLb3JKY5Yv2hvnEpKbbaQ6ttpM,1.1088177810529997e+06,2024-12-29 23:34:29.000 UTC
24VqWf8bcMRR5M9w8kKwTqJM2DAxZkdPSTWCJsdoXb7v,1.098314337372e+06,2024-12-27 21:57:55.000 UTC
Dopq1ZWQnhdAvPJsTuy3Fc2SVYGkanKJyNqXpww6Viph,1.0973716048119997e+06,2024-12-20 08:53:23.000 UTC
B5arPFgpwrGP4HPmTNHPhNpfFaF2VKF8Dngm85xboEJz,1.094122643685e+06,2024-12-07 00:41:28.000 UTC
BaSFyXp8gMVjZmBhr6PJveqkAjLMiiPBvdmtQJqcXKcq,1.06765574741e+06,2024-09-06 21:48:38.000 UTC
AP4G9BLkk2G14mdGnHSP6c8Ua4G5xg1z8Qvks7gP9p8J,1.0675920350500005e+06,2024-12-21 18:03:49.000 UTC
9TMwbs87uh1VzX6shVAzqxV6GTKVSdhDQUpQu7Jsho7F,1.067391004678e+06,2024-12-30 19:38:21.000 UTC
E5VXbyU2txUw3FfLCUwMfAPhH6CAs5GmYTPhuGVinUd1,1.0670077722039998e+06,2024-11-13 23:35:15.000 UTC
BLphyfgCjP1ovBpyv177BgQmwjBkGBYEEXKTdSzFsj4E,1.0658120846620002e+06,2024-10-15 14:44:13.000 UTC
AD5xQZMAeLpdeVh9oLP5AwR5vAFjLv2bcH6NyHbfbxfB,1.065358017254e+06,2024-11-28 16:24:15.000 UTC
3VtoXM66CK7pcxuLpC2CQkNYqkqKuGsw2hoqytp9BoV2,1.0630510743950002e+06,2024-12-30 20:24:31.000 UTC
6Cv2w7bZLC1ZWCX5Rz4bq9dLguaGXeTtU89Jj3Ghu71p,1.05563054691e+06,2024-09-15 21:45:05.000 UTC
4rEDj82WePh4d2mGLABkE2ysZGv3GQgnKjK9DqVqAGPN,1.050440666259e+06,2024-11-13 19:35:53.000 UTC
J2kjq5p2DdY4Bzy8rREcvFcBYREw7bSWJGbLXXYUjU4X,1.049703027805e+06,2024-12-07 20:21:04.000 UTC
7W1T9xvPszuxC47HF3Cc44rFfR1gcrHmYcPZ6tAb9B6z,1.0470533523759999e+06,2024-12-18 06:47:52.000 UTC
2nVqeepLATeQzYTHB9igULKcMJ6xUwPByUY8Thqdnn7N,1.0363840104650002e+06,2024-12-30 17:57:12.000 UTC
Bw9d8eqj79s8djwdXTCqrjEfHVZod69JSwyZCCrrE4xR,1.0295168201769996e+06,2024-11-22 06:40:05.000 UTC
BWH6EF2hSobjAZKfiw2JDxTK4Qs2tcfvxaTiUBsLdRka,1.0053059693169999e+06,2024-12-17 15:07:48.000 UTC
3YykZBbnw9erznJUWvw5RMKEUpDvCji7YvGjLF9RLU6a,988293.884875,2024-09-19 13:49:13.000 UTC
C3NrEtm5gkCqhgBUdVfHuCt7WNptKi9V4RkbHAY6n7Lk,981918.47386,2024-10-23 20:37:32.000 UTC
9zwERqN2XnkWwqqmjsga4QLP2Te8YGqQa1a8fCnmXodQ,971542.776252,2024-10-25 15:20:27.000 UTC
GAU6VTGFqoBsh2yagFJ83EKuEsd7J1VJR1XrpGDDFmEz,969229.079838,2024-12-05 21:16:07.000 UTC
36LiHw5i58AH6aMDcLrE2F65focRxYDeSnPcuoARcckk,967192.612284,2024-10-30 23:23:25.000 UTC
5tRRztAVKfJiBbAUdH3sPmJM2i46kniqf1yaSLVZNdSh,966284.7477760001,2024-12-30 17:42:08.000 UTC
AZtXhkvA1rgCLEP9YKQcgNM7LMNfoZazeMVw2rxXugJB,964848.0284899999,2024-09-18 23:56:15.000 UTC
6Mk7RdWU74RXsiCZSk2psYxjVSaF3T76Wz4mApwS9qk9,942187.16273,2024-12-23 15:04:13.000 UTC
4tRUGTxG3ZtCdSjQwQHLdbczm2HeVAidFRKTSJ7GxQhT,940180.9557330001,2024-12-10 21:47:49.000 UTC
BR91EJqbg7mov8jj79AEbYyM9ybZAx5GfYrVCW21denD,929016.9243699999,2024-10-28 13:07:07.000 UTC
MRQ9uY7D5KuvmRaxVzFxgyA6nvtUncAGqF44JNo7uAj,920264.6994139996,2024-11-24 11:18:31.000 UTC
73WjVzPVrHvVUkYViZMiVQy387Tum8ayzX9mnUt86nUm,909859.3864900002,2024-12-13 11:28:44.000 UTC
8FCFLXPFQ71vZ742DtB39qi9j1UKfZHFYrcvqK5NG6bU,907789.484559,2024-12-05 16:35:57.000 UTC
HgM1VoP2NLXtyBgL3qCjGtoXjxk6coEZrPZrLbYTTmsk,905601.284575,2024-12-20 17:34:21.000 UTC
CmJJHrC6oHVuvJLHYbN4hN7KuG9KbXgRdXsFY7NrNvv1,900782.1993689998,2024-12-07 08:18:22.000 UTC
4TS5Td9TYw5zvFU6KKkPbongnUpRoxBmBzcPYVWTboBH,900749.29292,2024-09-26 03:09:52.000 UTC
EUpmN4KgtyTyK49emvDhooH2utrWY7XjjnNHarQG5UDi,898369.4314189999,2024-11-14 23:42:34.000 UTC
GNvP7W966sBvHnnsjJTZmQqh1RYzRNasUaWQ2RvW3bBH,895159.8034200002,2024-11-28 12:07:02.000 UTC
9MSAJTJc4DBKQvwPHg8HvaVrdNu76mRHG2stNtJRV2Hn,881869.82296,2024-11-25 21:46:41.000 UTC
C25P7bqToEbZMpeYFo29DLBhSzfsbMfqKxUsgVJxFRrq,876031.6872349996,2024-11-26 08:28:38.000 UTC
G6E9vGdFhPcB65Dw6ZXJo9Wxy7gZ5QxTA7m88fFKgHyb,875988.6540460001,2024-10-08 06:35:03.000 UTC
4dzn4RN4sNTSRvT1qr3PBxA8cFAvPPwXZsJCsP4wACGw,875657.2765700001,2024-11-30 10:28:15.000 UTC
DSYqw9sk7xMdxQTVqSYdrj7Uy6grvzG5QjcyPQaDcu4i,867115.320816,2024-12-13 05:04:52.000 UTC
Cb1CSbYAPZd198GFPWDgUFsQbygzwyajRBbKMUsFCmYW,866699.341158,2024-12-29 18:18:23.000 UTC
u72RL9mKokXGQ8Bqi1hQyvBp3eRcNCR239cJwqyzXAg,866297.5498469999,2024-12-30 23:59:58.000 UTC
22Rtj7HQuBE58gL2gcXUEvBsFAaQjeVCaxP8v8vGendm,856512.328574,2024-11-09 01:38:50.000 UTC
HGQG8DC4HTeKPzGHrcRewPFxNfVEEsb8j94g5rfqX3JS,849509.5986619993,2024-12-18 00:48:43.000 UTC
vw2hBDvwJpSyyzcEraxAzBF3gP5BVdKx6TydqAoJCeb,848089.592631,2024-12-30 14:13:28.000 UTC
GG1chmT16yyQbKPTAhpVWCvJNPzsSJos7AbFSFufqnS4,847845.6633490002,2024-11-10 23:46:30.000 UTC
29WMn8gnMkrWEEpyxv5G6vovVbvg7ZXBsgm82hsb3ZNm,845943.171535,2024-09-19 13:05:53.000 UTC
epLmvBARuwk3yRLLtFnG27BtpWP84V3sGt3umrCEQMD,844042.1330400003,2024-10-22 05:56:37.000 UTC
FaeVasaEFnqYTj1w8cpvMDQqvrfhYAqt6ChNjEd1wtR8,829229.6586349999,2024-12-30 19:07:10.000 UTC
3VzMTSeiYzg1PRrvn9s927gBfCe3W52CFftJe2bxoPwq,826148.6385840002,2024-12-28 23:52:35.000 UTC
CsduF2VLRkaDXqqFC9VABJop9CSTCm4P3tcFe5qRv71Q,826004.5081239999,2024-12-19 21:44:44.000 UTC
7w8e58bTuGQvPuF1zyyPYMFuJGFp68pTFxpNewB2J46r,816598.4919,2024-10-08 06:10:15.000 UTC
FBUvJDjpaXgn5o1vVv4y1krEk2hwSyGTsoc2UwBeDHui,814744.2623510001,2024-11-12 13:03:37.000 UTC
Cwn7Gna6p7KYTnrczcfNUxBQJR9ZfUUeySmXGGJZLWCe,812611.59199,2024-12-27 22:05:40.000 UTC
7WjDkJRW2hopWx5fm3tLDSY9zUFEsyrqEBitdedPZhqy,809171.1832639999,2024-11-20 16:45:44.000 UTC
7tgxxBphG5Nza9xN5jyUjkKWBtxxvYX2Rz7GK8uuKqNq,806824.177697,2024-12-19 14:05:26.000 UTC
7yv9dGvtsFoqXDqBtRWuVDtQZzcmNZwN6Zp59VuDrag4,805093.1312590002,2024-11-18 19:12:00.000 UTC
CS165ULrv4BVwsthUyTuHJt83Qrev7SjoNPMLDo7EKwi,803856.8093159996,2024-12-27 04:40:55.000 UTC
9pTNeLg3zgYjE6fKeaDqfFAm2UpZ7tSZHHjJJw1Zmnaw,803529.3315670001,2024-12-30 21:15:15.000 UTC
zfXdBw5ErjpQMJLvyhnPkLmRuorUrrnU8xbGUySSsUZ,803089.2036899999,2024-12-11 08:03:21.000 UTC
6jXVEGhHTMdtcqSBVA4uHVwBdqh4dfUKZjZCSfKP1tpm,802705.1453699999,2024-11-08 12:10:37.000 UTC
Fg8XM4n3CbhAHhGNUDB4yu4ThufzrFd3Ku6CNkmRETEx,794892.9855119999,2024-12-30 16:07:54.000 UTC
6Hzb537x39pB4tdMVoH1Mat93sfZHMwybwVCqXfFaQGo,792751.7586660001,2024-12-02 05:31:34.000 UTC
6x4a8ZtQpWdHPyPaHctuxj3p3AXNKSXLmXohekAcP53u,786549.6839110001,2024-10-28 22:42:19.000 UTC
9ektP4YCfzGuh8o6qQNgXdESDW1wSCrL5rGrotCfjRNu,779311.9030310002,2024-11-10 20:51:02.000 UTC
3XRHDzij94smRRi83S1hgamk6ukzJQMauiXCkPB9FXUG,771336.8373290005,2024-12-22 06:26:21.000 UTC
FdwbSE2codBevyucyiK8dNuaJ1UDi5qNYj6TJ4iawfkJ,770031.3992929999,2024-12-30 18:04:31.000 UTC
5pXV8mhCcPKuTDSQdEAsrtu7keqhkqNdcazmM1SxrN83,769118.2331829998,2024-12-30 14:16:32.000 UTC
9VShydgvAL25XdVZyN5ngJddSTouMBE5SESeJHEevaMV,768555.9707380001,2024-12-20 03:05:48.000 UTC
2pWZEd7mGPPpGfjG7c8sBJmiZxjuu6M3xE6U9xwEhMbp,763776.047439,2024-11-03 18:10:30.000 UTC
ERdWSE117qYC1qB81fjHNuG5XzDTNey4CYqVEYNMwsN1,762823.3369519999,2024-11-18 04:04:24.000 UTC
4dEy8oimGnWWRVJ4uGFmTGJ3mkL5RFrbv13wJAheKhD7,760067.2325289994,2024-12-21 23:12:17.000 UTC
7DoCEiQa7dCwuEGLFrYQBLwWBnNC7rLtaMFuYqUXwNg4,756582.60451,2024-11-15 12:23:42.000 UTC
AigcJ48BkoqjudV65YL86u2asFbUqUdRMMRwm6edVen8,753756.222134,2024-11-13 17:01:17.000 UTC
CbheTDR6d7SBNannt31m6Wa7oCFqsGaz7jDvGAPxwwsr,748313.7802250001,2024-12-19 02:48:48.000 UTC
5p6J1aY95S9zurk8fGdsVVJBg5GSvaAqTrFx8KAzquYn,745223.5293439999,2024-12-12 02:11:46.000 UTC
Ge8HBKgm96qzQKiAMhSzi51omoP73XFjevmZkzSFWn23,743751.104312,2024-11-16 03:06:22.000 UTC
FzmB1JKJ9UZwxUgHjC6Wv1Tar8F99P5mHvvUFnqDZyq8,740214.655326,2024-12-21 19:09:39.000 UTC
3u3Fd2bVA6XVE9u4fPDRh1P8oyqh4zY3VVWTYSWQ6XiY,739646.3959900001,2024-10-01 04:35:18.000 UTC
BoYPSfUGKLtkPgtn4zcb9HAyP3MKbBx766YfJ17Vvdb2,739003.0571249998,2024-12-30 20:18:20.000 UTC
2cME1hnKCp3k6tjh7xrWSQnPxn9WrCzAcuzeEBH9vtRy,736723.9208910002,2024-11-11 23:58:04.000 UTC
CGewi9dDBwyF9DfkcjH2ZK34t6Aq5t7BULCUeFrqGw7Y,734304.2121859998,2024-12-25 18:17:36.000 UTC
6X58MxdFEYSScAsK4H9tgnUQRU2iiG2aiMstg3XaSskD,732519.937771,2024-12-24 16:43:22.000 UTC
BtNQzXjwGCNEsUZ511G6BY3SLzopaa8XVbexbRdWvMje,725603.4203019999,2024-11-11 13:17:18.000 UTC
24dLChiWPYctNLiWC39N1aZfhgLPLrDrgUnUtWjVeNFw,716340.4483990002,2024-12-26 08:28:12.000 UTC
BLrHa4XpZAxA2Hf5v43dPvfRjPgFkjvKqbFYEmJ32px2,716215.236176,2024-11-18 10:36:40.000 UTC
BnYvVcxJRRsMCZpCLvPPMri7NzRCBmaL93DTRTwiropB,715378.5783360002,2024-11-17 03:35:00.000 UTC
C7hbDit4v62FF946DXdxEpj6R5ow8W6srHaTPFdHGfw3,713936.6593059999,2024-11-09 17:05:19.000 UTC
A5oadvsuiMmnRTmN2p8U4hMxU3a91GLSTCsWeGsjNZpL,710497.6270239997,2024-11-27 02:14:22.000 UTC
G7MakUyUf1PscrXo7kLr2DXn4tbUJRL5FmywpWh7BrH2,704362.88701,2024-12-17 13:11:40.000 UTC
Gtd5C2CuhnDhWJAkwA6qYjFbpBysUhzrvWgMcN6iM999,702048.8991900001,2024-09-18 18:36:08.000 UTC
58TxqxJZcwnhfMQwrqtrpq8HiN56yuPGXzAhZJYrxjYA,698530.0082220002,2024-11-07 22:33:18.000 UTC
DteErVMGpZXDJT8Ey6hvqiBxpzaR3cVLCPFN87iEXQx1,688236.551156,2024-11-12 13:04:53.000 UTC
CULDCn9wAcNJEqsYNKXAPkB5v8a7gYvTZrwVATsxrKwA,687462.9928880002,2024-12-09 06:13:43.000 UTC
2eeRZW7Bbvk5BiZiafqxpAYRAXsWEFWFjtFYUfTmD4Hb,684351.478093,2024-12-19 12:43:59.000 UTC
F9iJNWUbWD4tYYwjUdUo2RZKvHF4BXJBFR2M15rZz5u2,684214.1388189999,2024-12-23 06:40:59.000 UTC
CcmSVQKFNELRoTHas9ja2HQzYhusvAm5dUb3zkMgRxE8,680192.0031140002,2024-11-09 23:22:42.000 UTC
5iaf6ewQzF34KkjPtsgyu3LprUguDAeDHyfSeciyzYJg,678030.9646190001,2024-10-14 07:51:29.000 UTC
1efJna5mEQTuzgYzmSbpeTSoxywokWfwhXtd89umAL4,677477.4677879999,2024-12-20 07:36:33.000 UTC
EUWB1vST2WN7ubxVdAc5tuoBbko77oaqq6o9yRF8saSi,676257.8039300002,2024-11-02 00:10:35.000 UTC
EFAAUfXBiqgXK42xcTfihMCSzktYcNrSEf6jcJ7guzEE,675722.67495,2024-10-04 13:19:35.000 UTC
CYNYkHUdfAPs6nYzCSEtN1mqLhSBdXUTt3dS3PtuDpun,669663.51351,2024-12-02 13:30:02.000 UTC
2veJTtKRTAhQAxdQW4Bcw8LcJDLtBaC9EoWiNAj8wtvG,668403.4561520001,2024-12-30 21:40:32.000 UTC
ARLwHJ3CYLkVTeW3nHvPBmGQ7SLQdhZbAkWHzYrq57rt,666747.0097839999,2024-12-30 22:51:19.000 UTC
B3ji2e5kd1efoZExhX8wyxTBfx6kX71Yh1m6NnrTM5zt,661466.383495,2024-11-09 14:44:05.000 UTC
E26KQcz6VRDoAbENADE9oNoq3QsN6cyksfqe2vqwCnsA,660568.984972,2024-12-23 17:30:15.000 UTC
4JCW92T2sBH6ijaazhW4Aa35q5Zir3QdqWxSa2wJMxX6,658767.877932,2024-12-23 05:20:50.000 UTC
8yj5a8QfENvwnLhousupz69XU9HaUpb4pZuLZ3hyhgWE,656723.3131860002,2024-11-06 02:36:30.000 UTC
J7tpzrQHfWhW69Q6GBzW778ProJ3hRLyvaHMmGqsB5ZQ,645000,2024-11-12 10:37:37.000 UTC
9XzpHaehkfYpjyF9nYNFJ294aJLciChCy7xmjAtNU4Am,639358.747522,2024-12-29 02:28:29.000 UTC
5D2EoVmLp4WjVSASpksSM19eXoV8xosRkJiFmeFKdJxp,638701.2526910002,2024-11-14 11:42:46.000 UTC
9JVMQVfV3JfCrh2KsyTjzLewWrdYVSzM9i79N8uArLJi,637269.094526,2024-11-23 04:51:43.000 UTC
A9nPwS8b1rCDhW7E3vsTu8Wy8sj52p6hXyV7Lo3DytDT,636026.9323260001,2024-11-21 15:44:45.000 UTC
2RvsRpCK4ZqeNrzTfeTcVRQRGeem5HH2PJt4VgUag15j,635961.572676,2024-12-30 22:19:48.000 UTC
GJfRxYFz8WpSCzJzYn2CnQyZ79tJAu9Qeniow6bedbso,635368.474848,2024-11-05 14:03:39.000 UTC
B3ytR9HSgMi8pFq4YiURTvYsS7x2dB542MyJT1qFfuGN,634763.557,2024-12-15 20:45:19.000 UTC
Hcs63usAc6cxWccycrVwx1mrNgNSpUZaUgFm7Lw9tSkR,633037.077798,2024-12-30 22:40:50.000 UTC
27zGjtaCYcyw8FXK2sY4vvtjVoMCvQdt41nx8wCmpSVP,632368.3480410001,2024-12-05 00:57:11.000 UTC
2SW5rXhNSbVvhS4Rmi4xHRe28Xo92gJA4iHT1w6BSV7N,630238.7016850002,2024-12-14 23:34:40.000 UTC
91toBxyzKUUn7jM8hCag7mjzaviTNWXqj4Enya5JAsQW,626681.8353239998,2024-11-30 06:42:37.000 UTC
5QsVWVCqHSRssEtnsqGAovmkiSvcTaneBs23HFA9YnLJ,623496.8675090001,2024-12-20 08:45:35.000 UTC
5uG9yZHyg24rdaCgQXsRnm1VgHGYD5H8BAbq6NRy8WbL,621174.806343,2024-12-14 18:40:59.000 UTC
HGTHZALdABefKm3TpnyfWVnWTA1ubry74im5SdkF6KQn,617821.706733,2024-11-13 19:35:53.000 UTC
HBnswcBTfY2snetVBy8SmQiENnCtQdzRQJdfb9fZRY6v,612994.0539909999,2024-12-26 12:56:03.000 UTC
DFhqoL8D46jUNjS39yFUktB7jeBN6Uhsa1vvaEmTmazB,611949.0139110002,2024-12-30 16:28:56.000 UTC
BE2obTDcCd9WCsqPLRvywNgr3w53puMH1ZX5V261AqUZ,611114.999091,2024-12-12 02:00:16.000 UTC
NZ47JM985a5KRR2U8VatER8UK7Fjbt9SgZVLycA986Z,605120.4329080001,2024-10-16 01:17:32.000 UTC
AAjKwKmqB4jQjfdDtASWiVEXcHDtEP6DwXohg9HFmNbh,602356.15837,2024-12-23 04:08:47.000 UTC
4oBc4spRsn6JNufVQcZztCPVyG6dv48t2B3PuSDD8SZT,595939.4465160001,2024-12-20 19:28:35.000 UTC
CAcY9sa3aCHkfNh8uBjMFBddVL1XGgGyzVMeakawDASL,593639.3339440001,2024-11-14 10:42:45.000 UTC
2zjCYD2znB2TTdCSK76AZ6N3dV6Ntwmb1Hrg3HZqcQPh,593299.5982589999,2024-10-18 03:18:07.000 UTC
8eKUt2ZDrB9fn4VMKGMgqHH1sPDTmR4zcVp4upkQsjFt,592701.7350339999,2024-12-22 05:07:28.000 UTC
7v81fZ3PrCFzAkVc9Qs97GFs1fLvnX94dbms2zpXHKMq,591484.6660340001,2024-12-09 09:03:07.000 UTC
BRkwSTc7MsfBMCCP1XfMzVMti9XXn4oKN9xUu5cM61qU,588363.1395660001,2024-12-01 12:54:16.000 UTC
81h9FH2AceKhWRrHDdZHARP38ppCJFVRn7AoSfTaPzcm,582302.69673,2024-10-26 06:28:17.000 UTC
6WiX78U8wMHNBnwoJxZTC29ZAJ9HjHrxhnjt6PyPnUy5,581936.86964,2024-10-02 04:25:38.000 UTC
5p33fAtKEDcQPSBJhqPcmD71Rs39BdBbCApjYAHBY3J7,579674.1893249999,2024-12-22 02:15:49.000 UTC
12koFwdcQ52qBNKWcUbp5C87i6gFLCAmX7MJ9KPkDqou,578631.217052,2024-11-11 00:21:10.000 UTC
HHoFT2eHPRS6BFmQZWefWw735Z4qKymvtwd9HPj9dpkN,577544.7784040001,2024-11-18 17:20:23.000 UTC
7EJupp4MxLstwcG3ADVh5A1MQAMKhf5igX8YbLQNqbEu,574153.31942,2024-12-21 08:08:28.000 UTC
BmKrW93X74hDPiUABBFHKKWnrgJ2RDyudGG5gHogvk9v,573769.6787279996,2024-12-27 15:18:57.000 UTC
Gpm9DhLpLQECzMfh47MV7pToceKaARCoQf2Pvf9GKGjL,572400.3296149999,2024-09-25 19:54:00.000 UTC
BYDhNxShHneavGD9jMK6aHFXd5hGwJkoshKaHxkoecjS,569664.9167980001,2024-10-17 14:18:24.000 UTC
